queue_position,bags,vehicle_type,arrival_hour,avg_service_minutes,weather_delay_minutes,workers_available,warehouse_load_percent,day_of_week,festival_season,expected_wait_minutes
80,984,MiniTruck,13,7,11,10,93,Saturday,1,445
127,694,Truck,15,12,29,5,62,Friday,1,1155
179,651,Pickup,7,12,1,10,78,Thursday,1,1529
22,960,MiniTruck,7,8,29,7,52,Monday,1,201
64,390,Tractor,15,11,26,3,37,Thursday,1,569
151,736,Pickup,9,5,10,8,43,Monday,1,561
72,365,Tractor,8,17,2,7,99,Monday,1,904
66,606,Tractor,16,12,11,3,41,Thursday,0,587
133,840,Truck,11,14,25,5,82,Monday,0,1379
182,901,Pickup,20,20,15,4,20,Saturday,0,2576
145,447,Tractor,6,15,23,7,51,Tuesday,1,1588
67,69,Pickup,12,8,24,9,40,Thursday,0,416
170,183,Tractor,20,17,7,2,22,Saturday,1,2057
193,579,Pickup,20,9,11,5,25,Thursday,1,1250
198,772,MiniTruck,14,20,23,2,73,Friday,0,2848
3,305,Tractor,8,20,2,3,79,Thursday,0,76
29,794,Pickup,18,18,9,3,81,Friday,1,429
49,509,Pickup,8,12,4,8,64,Friday,0,427
70,45,Pickup,11,5,23,6,89,Monday,1,332
55,130,Pickup,20,13,14,1,67,Friday,1,574
141,830,Pickup,11,10,22,5,24,Thursday,0,1028
47,570,MiniTruck,11,16,26,9,85,Saturday,0,593
37,161,Truck,16,19,2,1,90,Tuesday,0,538
140,142,MiniTruck,6,10,6,5,92,Saturday,1,1038
118,387,Tractor,9,16,14,9,49,Wednesday,1,1362
88,300,Truck,16,17,15,9,32,Tuesday,0,1066
193,257,Truck,19,7,19,7,83,Saturday,1,1019
172,307,Pickup,11,20,23,4,51,Wednesday,1,2482
98,272,Tractor,20,20,5,3,77,Monday,1,1426
174,925,Pickup,13,18,15,4,24,Friday,1,2237
47,612,MiniTruck,20,5,14,8,24,Saturday,0,180
55,462,Truck,16,5,23,5,74,Tuesday,1,275
171,270,Tractor,17,4,2,6,58,Thursday,0,493
34,94,MiniTruck,17,6,23,3,43,Friday,1,216
174,477,Tractor,7,12,23,2,93,Wednesday,0,1548
166,445,MiniTruck,16,7,3,9,62,Saturday,0,823
46,26,Tractor,16,10,2,6,100,Saturday,0,358
26,703,Truck,15,17,2,3,59,Friday,0,333
16,995,Truck,14,13,23,4,61,Saturday,1,225
58,32,Truck,12,14,15,3,81,Tuesday,0,629
27,446,MiniTruck,14,13,27,6,73,Tuesday,0,318
175,276,MiniTruck,10,4,23,6,48,Thursday,0,542
103,355,Pickup,14,7,24,6,53,Saturday,0,561
154,553,MiniTruck,16,9,3,8,80,Tuesday,1,1007
34,970,Tractor,15,9,7,5,72,Thursday,0,249
139,328,MiniTruck,12,6,21,8,44,Tuesday,1,638
77,269,Truck,16,18,12,7,77,Saturday,1,1026
162,25,Truck,7,20,23,5,79,Saturday,1,2353
99,619,MiniTruck,9,15,18,7,23,Thursday,0,1066
38,300,Truck,14,12,21,8,68,Wednesday,0,371
8,805,MiniTruck,12,9,5,5,78,Monday,0,84
49,672,Truck,18,13,20,4,78,Monday,0,512
74,754,MiniTruck,16,20,5,7,27,Friday,1,1053
191,56,Truck,17,18,10,1,78,Saturday,1,2477
87,816,Tractor,8,6,14,9,21,Thursday,1,391
127,474,MiniTruck,19,20,2,9,94,Tuesday,0,1802
181,661,Truck,12,10,22,7,84,Wednesday,0,1332
109,920,Tractor,20,10,13,2,90,Friday,0,828
61,344,MiniTruck,20,17,11,8,40,Thursday,0,743
141,524,Truck,16,20,25,5,34,Saturday,1,2040
119,409,Tractor,18,11,16,1,40,Thursday,1,980
15,822,MiniTruck,12,6,17,7,79,Saturday,1,130
23,919,Pickup,20,12,2,9,35,Wednesday,1,202
14,281,Truck,8,11,13,4,38,Tuesday,0,140
189,697,Tractor,15,18,19,9,20,Monday,0,2402
196,324,Pickup,8,5,30,10,75,Thursday,0,753
138,763,Pickup,12,19,11,2,99,Thursday,1,1915
54,474,Pickup,13,4,7,10,42,Thursday,1,171
159,998,Truck,10,11,30,9,50,Friday,1,1297
173,346,Truck,11,11,0,9,100,Tuesday,0,1355
97,799,Truck,20,7,9,7,82,Monday,1,528
20,104,Tractor,20,19,1,4,40,Saturday,0,276
76,759,Truck,9,16,1,5,44,Thursday,1,875
89,398,Pickup,16,16,13,4,92,Wednesday,0,1056
138,107,Tractor,13,14,16,5,86,Tuesday,1,1427
113,397,MiniTruck,20,18,19,3,41,Thursday,0,1473
22,625,Tractor,10,16,14,6,98,Wednesday,1,320
158,665,Pickup,9,11,15,2,29,Friday,0,1255
82,141,Pickup,6,18,29,2,73,Wednesday,0,1121
136,845,Truck,13,5,6,8,70,Monday,0,499
84,186,MiniTruck,8,7,13,10,55,Wednesday,0,435
180,746,MiniTruck,11,14,9,3,79,Tuesday,1,1827
70,674,Pickup,11,10,25,10,100,Friday,1,575
162,683,Tractor,16,5,2,5,86,Tuesday,0,599
51,514,Tractor,11,16,17,7,61,Monday,1,629
107,46,Truck,19,6,12,6,63,Friday,1,501
91,116,Truck,11,4,7,6,66,Wednesday,0,283
140,713,Truck,16,5,13,7,23,Wednesday,1,521
176,799,Pickup,13,9,20,2,44,Thursday,0,1164
11,570,MiniTruck,17,10,17,1,23,Saturday,1,134
63,757,Tractor,13,20,4,4,74,Friday,0,915
4,637,Pickup,16,20,14,3,28,Friday,0,89
99,222,Truck,17,7,13,6,31,Thursday,0,508
8,296,Pickup,8,7,10,4,62,Thursday,0,78
6,647,Tractor,11,20,14,2,82,Monday,0,147
3,73,MiniTruck,11,15,0,2,89,Thursday,0,70
15,688,MiniTruck,20,9,18,10,53,Tuesday,0,127
34,383,MiniTruck,16,12,28,4,45,Wednesday,0,352
176,812,Tractor,8,6,29,3,58,Tuesday,0,817
37,358,Tractor,9,4,6,7,100,Monday,0,144
35,163,Pickup,20,17,23,10,21,Wednesday,1,458
168,289,MiniTruck,13,11,0,10,85,Monday,0,1306
8,879,Pickup,20,4,25,9,82,Thursday,1,101
124,560,MiniTruck,11,10,29,4,57,Saturday,0,942
187,268,MiniTruck,16,18,16,5,48,Thursday,0,2397
200,91,Truck,14,5,6,4,71,Monday,0,735
101,237,Pickup,17,14,0,7,22,Wednesday,0,979
57,269,MiniTruck,7,7,12,4,81,Friday,1,346
91,716,Pickup,16,11,13,3,64,Tuesday,0,749
63,293,Tractor,18,17,25,1,41,Thursday,0,817
48,966,Tractor,12,8,30,8,37,Saturday,1,338
7,153,Tractor,15,13,23,1,22,Friday,1,132
85,103,Truck,6,9,18,4,97,Saturday,1,623
3,608,Pickup,11,17,14,9,92,Wednesday,1,97
71,939,MiniTruck,15,20,21,2,76,Monday,0,1068
10,247,Tractor,20,8,25,9,57,Wednesday,0,107
185,190,Truck,9,13,23,4,47,Tuesday,0,1741
198,268,Tractor,18,5,28,1,26,Wednesday,0,759
160,358,Pickup,6,10,0,3,96,Tuesday,0,1159
149,366,Pickup,16,9,0,3,23,Thursday,1,956
40,71,Truck,19,9,10,6,70,Friday,0,289
22,543,Pickup,6,17,22,3,48,Saturday,0,320
69,267,Pickup,10,13,7,8,51,Monday,1,658
59,380,Pickup,8,19,13,4,21,Monday,1,824
98,802,Tractor,20,9,10,3,78,Saturday,0,667
156,470,Pickup,13,12,17,9,31,Tuesday,0,1332
71,169,Truck,9,19,11,7,98,Wednesday,0,994
80,274,Truck,19,13,0,2,50,Friday,1,762
179,594,MiniTruck,8,15,7,4,79,Monday,1,1935
193,211,MiniTruck,6,20,11,7,48,Friday,0,2727
47,694,MiniTruck,8,6,4,1,26,Wednesday,0,215
104,293,MiniTruck,17,6,27,6,65,Friday,1,520
67,573,Pickup,19,5,6,3,35,Friday,1,270
4,264,MiniTruck,17,5,23,9,90,Friday,1,93
43,828,Tractor,16,15,19,5,21,Tuesday,0,484
106,609,Truck,20,17,17,2,49,Wednesday,1,1328
53,721,Pickup,19,8,4,5,56,Thursday,0,317
110,361,MiniTruck,12,7,11,8,77,Tuesday,0,575
87,695,MiniTruck,19,6,15,3,79,Wednesday,1,440
117,970,Tractor,13,5,28,6,94,Friday,1,509
72,406,Truck,13,11,10,4,71,Monday,1,612
181,532,MiniTruck,10,19,23,1,74,Saturday,1,2502
79,24,Truck,16,9,12,1,39,Saturday,1,553
164,75,Truck,17,18,24,2,33,Monday,1,2139
76,540,Truck,20,8,24,4,38,Wednesday,1,495
145,656,Truck,6,7,9,9,58,Friday,1,745
100,723,MiniTruck,10,6,22,2,43,Wednesday,0,479
37,632,Pickup,6,17,24,10,30,Tuesday,0,473
188,142,Pickup,17,9,23,10,60,Tuesday,0,1230
143,441,Pickup,13,20,27,3,47,Saturday,1,2085
124,350,Pickup,17,18,13,6,94,Wednesday,1,1632
58,480,Pickup,19,20,11,6,95,Saturday,1,878
29,933,Truck,18,20,19,8,36,Wednesday,0,438
136,769,Pickup,6,17,6,4,81,Saturday,1,1673
67,993,Pickup,8,17,24,8,47,Tuesday,1,859
192,551,Truck,9,17,2,6,98,Tuesday,1,2334
79,68,Pickup,17,16,4,1,100,Tuesday,0,939
183,49,Pickup,10,14,22,10,72,Tuesday,1,1858
23,676,Tractor,20,8,8,6,96,Saturday,0,174
186,152,Tractor,16,6,9,2,54,Tuesday,0,820
90,553,Tractor,11,12,30,6,35,Wednesday,0,815
79,243,Tractor,11,5,1,9,68,Saturday,0,285
10,377,Truck,6,10,8,2,66,Friday,1,128
193,655,Tractor,17,10,9,10,56,Tuesday,0,1367
91,871,Tractor,13,5,13,1,77,Thursday,0,380
71,634,Pickup,12,13,4,4,70,Friday,0,677
127,925,Truck,9,8,9,3,43,Tuesday,1,756
18,490,Pickup,15,8,24,2,33,Thursday,0,159
10,393,Tractor,10,14,27,10,70,Monday,0,157
25,183,Pickup,19,7,15,3,24,Friday,1,170
5,180,Pickup,18,5,20,10,54,Tuesday,0,54
90,194,Truck,7,19,3,8,86,Thursday,0,1222
89,935,Pickup,17,6,11,7,50,Thursday,1,414
70,705,Pickup,16,14,20,1,56,Wednesday,1,766
148,416,Truck,18,17,29,3,86,Wednesday,0,1853
99,857,Pickup,19,13,19,3,91,Saturday,0,975
136,501,Truck,18,6,26,4,72,Tuesday,1,662
198,315,Tractor,7,11,7,2,31,Saturday,0,1548
176,973,Pickup,17,5,13,5,60,Wednesday,1,672
136,828,Tractor,20,4,8,10,80,Friday,0,406
5,264,Truck,17,10,7,8,95,Friday,0,72
104,92,MiniTruck,17,4,5,10,79,Thursday,1,325
14,819,Pickup,10,13,27,1,96,Tuesday,0,226
180,792,MiniTruck,13,18,13,2,57,Monday,1,2331
150,778,Tractor,12,4,1,6,56,Tuesday,1,447
56,375,Pickup,10,5,26,9,84,Saturday,1,278
28,473,MiniTruck,10,13,9,2,51,Friday,0,292
81,573,Tractor,17,11,24,6,63,Tuesday,1,700
59,490,Tractor,9,5,27,7,32,Thursday,1,270
159,635,Truck,10,10,17,2,26,Monday,1,1169
56,130,Truck,11,15,0,8,71,Monday,1,614
2,707,MiniTruck,14,17,16,8,34,Saturday,1,63
153,80,Pickup,18,11,27,4,91,Tuesday,0,1265
15,634,Tractor,6,5,19,2,34,Wednesday,0,101
30,722,Pickup,14,15,28,1,93,Friday,1,429
119,657,Tractor,15,20,26,4,69,Wednesday,1,1755
155,31,Pickup,16,7,0,10,74,Monday,0,766
60,552,Tractor,20,8,21,4,90,Saturday,0,411
47,265,MiniTruck,9,18,10,6,83,Tuesday,1,650
178,58,MiniTruck,15,8,24,6,23,Saturday,0,1038
140,893,Pickup,8,5,13,10,71,Wednesday,1,536
128,435,Pickup,17,18,17,9,80,Monday,0,1659
3,544,MiniTruck,19,20,6,10,83,Tuesday,0,65
11,421,Pickup,9,8,19,6,74,Friday,1,133
91,469,MiniTruck,14,11,12,8,22,Thursday,0,711
146,737,Pickup,20,15,0,1,47,Friday,0,1553
185,922,MiniTruck,16,5,8,4,91,Friday,0,697
23,382,Tractor,7,15,30,1,21,Wednesday,0,309
95,706,Tractor,10,14,20,9,57,Tuesday,1,987
85,427,Truck,10,6,23,8,86,Wednesday,0,422
116,419,Truck,7,20,23,4,43,Wednesday,1,1694
174,604,Truck,17,16,19,6,49,Saturday,1,2008
39,287,Pickup,18,10,24,7,26,Wednesday,0,313
84,606,Truck,10,4,2,10,50,Friday,1,249
187,845,Truck,17,20,23,5,50,Saturday,0,2674
72,855,MiniTruck,20,15,15,5,49,Wednesday,0,795
81,625,MiniTruck,16,6,5,3,91,Thursday,1,401
37,618,Tractor,19,20,5,2,26,Thursday,0,535
138,410,MiniTruck,8,7,21,1,25,Saturday,1,742
58,364,Truck,7,10,5,6,79,Monday,1,452
74,837,Truck,18,12,16,3,39,Wednesday,0,664
5,207,MiniTruck,15,14,16,9,91,Wednesday,1,114
114,233,Tractor,15,19,8,3,71,Monday,1,1573
91,65,Tractor,16,16,5,6,95,Friday,0,1058
69,797,Tractor,19,14,6,10,66,Friday,1,706
105,636,Truck,13,9,30,1,80,Monday,0,758
112,739,Pickup,15,20,19,4,80,Tuesday,1,1649
57,940,Truck,7,15,28,3,80,Thursday,0,685
120,309,Truck,7,13,8,9,83,Friday,0,1122
92,173,Truck,14,13,9,1,92,Monday,0,898
43,370,MiniTruck,20,20,14,9,39,Wednesday,1,637
51,132,Tractor,6,9,5,1,49,Thursday,0,352
162,374,MiniTruck,6,15,20,4,45,Saturday,1,1766
200,832,Truck,18,7,13,5,78,Friday,1,1045
171,82,Pickup,20,5,19,4,45,Thursday,0,647
159,569,Pickup,11,20,29,6,29,Monday,0,2280
182,924,Truck,19,13,12,6,53,Friday,0,1688
145,847,Tractor,8,9,27,1,70,Monday,1,1014
44,720,MiniTruck,19,4,2,10,30,Thursday,1,127
155,966,Pickup,15,14,0,5,79,Saturday,0,1543
3,901,Pickup,8,8,10,1,29,Thursday,1,63
86,645,Truck,13,13,25,9,95,Monday,0,853
51,887,Tractor,12,4,22,5,55,Thursday,0,199
119,763,Truck,12,17,1,6,83,Friday,1,1456
83,151,Pickup,9,11,30,2,32,Tuesday,1,724
152,535,Tractor,8,6,16,10,88,Thursday,0,684
29,462,Tractor,16,13,21,5,54,Wednesday,0,317
102,642,Pickup,7,10,15,1,51,Wednesday,0,766
139,705,MiniTruck,15,19,16,6,48,Monday,1,1901
183,65,Tractor,16,18,20,5,50,Friday,0,2355
156,751,Truck,19,7,21,7,65,Wednesday,1,832
152,307,Truck,12,8,1,10,60,Tuesday,1,868
158,362,Pickup,6,18,5,6,27,Friday,0,1996
49,671,Tractor,18,4,4,1,73,Friday,0,178
37,33,MiniTruck,9,20,9,6,40,Friday,0,538
53,276,Pickup,14,14,26,8,60,Tuesday,0,577
38,406,Pickup,7,5,6,9,39,Monday,0,137
135,442,Tractor,6,14,25,1,36,Wednesday,1,1403
17,268,Truck,20,16,26,3,97,Wednesday,0,281
171,437,MiniTruck,16,19,24,8,22,Thursday,0,2309
56,318,MiniTruck,12,9,2,6,65,Wednesday,0,371
125,938,MiniTruck,8,7,12,10,33,Friday,1,638
195,516,MiniTruck,19,13,3,10,21,Wednesday,1,1776
68,884,Truck,12,14,9,8,87,Saturday,0,703
156,170,MiniTruck,6,20,16,7,74,Thursday,0,2232
169,130,Pickup,19,5,27,1,76,Wednesday,0,680
4,445,Truck,14,5,4,1,44,Monday,1,56
95,462,Pickup,13,14,5,2,72,Tuesday,1,985
159,839,Tractor,16,12,23,5,58,Wednesday,0,1395
116,464,MiniTruck,10,18,16,9,93,Monday,1,1528
96,658,Tractor,15,18,15,6,35,Wednesday,0,1239
82,970,Truck,13,13,4,3,34,Tuesday,0,762
200,216,Pickup,17,10,25,7,21,Monday,0,1439
78,349,Tractor,20,11,5,4,36,Friday,0,616
195,315,Tractor,16,5,8,2,82,Friday,0,733
184,606,MiniTruck,9,20,9,4,21,Thursday,0,2592
177,542,MiniTruck,12,17,0,10,23,Tuesday,1,2102
29,684,MiniTruck,15,5,20,4,47,Tuesday,0,153
64,602,Tractor,20,16,23,1,65,Saturday,1,807
38,768,Truck,16,18,6,2,29,Wednesday,1,514
126,902,Pickup,16,9,29,4,84,Thursday,1,896
137,155,Pickup,9,4,25,2,68,Monday,0,461
49,55,Tractor,14,18,25,10,55,Tuesday,1,679
55,710,MiniTruck,6,15,9,8,65,Wednesday,0,604
86,878,Pickup,15,20,7,3,43,Friday,0,1230
180,848,Truck,8,20,28,1,97,Monday,0,2621
120,501,Truck,7,20,5,8,79,Saturday,0,1705
117,624,MiniTruck,12,19,16,6,91,Thursday,1,1630
112,145,Tractor,7,18,15,5,53,Wednesday,0,1452
89,878,Pickup,11,18,9,4,81,Wednesday,0,1167
76,982,Truck,9,8,29,9,34,Friday,0,473
25,205,MiniTruck,11,20,8,5,60,Thursday,0,381
84,190,Pickup,10,5,25,8,33,Saturday,1,351
161,970,Truck,9,7,1,5,75,Saturday,1,828
37,530,MiniTruck,6,12,11,7,52,Wednesday,1,352
55,88,Tractor,15,5,7,9,42,Thursday,1,215
26,176,MiniTruck,13,9,18,10,36,Thursday,0,187
50,480,Truck,20,5,19,6,35,Monday,0,212
175,641,Truck,16,9,26,3,39,Thursday,1,1180
26,379,MiniTruck,18,8,11,2,31,Friday,1,192
178,323,Tractor,8,11,3,9,62,Friday,0,1380
23,988,Tractor,8,19,11,8,23,Tuesday,1,330
8,657,Pickup,19,7,23,9,31,Wednesday,1,88
79,254,Pickup,8,18,30,5,86,Saturday,0,1083
144,495,Tractor,7,19,23,9,60,Tuesday,1,1979
111,317,Tractor,19,20,8,7,90,Wednesday,0,1594
152,176,Pickup,7,19,22,6,89,Thursday,0,2092
116,738,MiniTruck,8,5,26,1,48,Friday,0,479
101,144,Truck,8,20,2,2,33,Monday,1,1443
9,327,Truck,10,19,17,8,49,Thursday,1,169
131,70,MiniTruck,8,7,23,8,20,Tuesday,0,673
128,958,Tractor,15,19,24,1,100,Monday,1,1812
174,252,Truck,12,8,18,6,85,Monday,0,1034
116,510,Truck,15,16,21,8,75,Thursday,1,1369
17,722,Pickup,12,5,12,5,90,Wednesday,1,128
162,840,MiniTruck,10,8,9,6,27,Wednesday,1,935
75,892,MiniTruck,9,20,13,9,57,Wednesday,0,1077
45,446,MiniTruck,20,9,15,7,73,Thursday,0,329
28,371,MiniTruck,8,14,26,5,31,Saturday,1,341
139,237,Tractor,7,6,4,7,88,Monday,1,629
133,399,Truck,19,16,6,5,61,Friday,1,1532
107,784,Pickup,20,19,2,1,56,Wednesday,1,1467
130,877,Tractor,12,11,9,3,58,Tuesday,0,1039
93,651,Tractor,14,20,20,8,21,Monday,1,1343
35,377,Truck,18,10,12,3,80,Tuesday,1,315
137,987,Pickup,7,20,5,2,28,Saturday,1,1950
3,746,MiniTruck,17,20,14,5,39,Thursday,0,74
89,667,MiniTruck,13,7,25,3,28,Saturday,1,506
33,503,MiniTruck,13,10,7,3,24,Monday,1,263
25,135,Tractor,12,15,29,3,98,Saturday,1,375
200,310,Truck,8,10,7,6,40,Tuesday,1,1431
133,665,MiniTruck,16,15,19,7,50,Friday,0,1438
171,690,MiniTruck,12,5,14,5,94,Monday,1,673
192,645,Truck,11,14,10,7,33,Tuesday,1,1912
193,734,Truck,18,13,15,6,34,Saturday,0,1785
75,209,MiniTruck,18,8,10,9,53,Thursday,1,454
133,989,Tractor,9,11,25,6,81,Monday,1,1111
111,580,MiniTruck,9,20,26,5,95,Friday,1,1653
6,555,MiniTruck,17,18,14,3,80,Friday,1,149
40,543,Truck,15,8,15,8,29,Wednesday,0,244
7,991,MiniTruck,18,16,29,5,26,Friday,1,149
154,574,Truck,13,11,13,2,85,Friday,1,1263
116,785,MiniTruck,8,12,28,6,40,Monday,1,1047
75,940,Tractor,16,5,22,2,34,Saturday,0,317
135,192,MiniTruck,10,14,4,2,30,Saturday,0,1340
29,845,MiniTruck,15,13,25,7,51,Tuesday,0,318
144,129,Pickup,15,12,4,8,73,Friday,0,1230
26,498,Pickup,6,16,19,1,62,Tuesday,0,357
120,82,Truck,15,11,12,4,97,Saturday,1,999
189,367,Truck,20,12,20,4,72,Wednesday,1,1666
48,602,Pickup,17,5,11,5,63,Tuesday,0,206
151,61,Tractor,12,19,3,3,60,Friday,1,2050
3,322,Pickup,12,5,16,4,23,Thursday,0,42
85,944,MiniTruck,12,5,0,8,94,Thursday,1,335
16,669,Pickup,18,17,16,6,68,Wednesday,1,253
194,628,Tractor,11,14,30,10,49,Tuesday,1,1970
137,930,Pickup,15,14,9,7,89,Monday,0,1384
33,201,Truck,16,18,13,5,69,Wednesday,0,461
18,745,Pickup,20,15,22,10,63,Friday,1,249
35,722,Pickup,10,8,26,4,49,Wednesday,0,260
40,578,Tractor,10,11,20,8,22,Tuesday,1,350
88,211,Pickup,19,17,16,6,81,Wednesday,0,1101
153,86,Pickup,16,7,6,10,53,Thursday,0,758
61,150,Pickup,12,16,29,2,68,Tuesday,1,784
135,126,Truck,13,8,24,3,63,Monday,0,826
84,512,MiniTruck,14,7,27,6,46,Tuesday,1,485
111,669,Truck,16,16,27,4,97,Friday,0,1333
161,556,Truck,14,14,11,5,42,Monday,1,1620
1,645,Tractor,15,16,1,1,82,Friday,1,66
148,805,Tractor,11,4,12,2,82,Thursday,0,473
53,937,Tractor,6,18,11,2,34,Tuesday,1,715
144,813,Pickup,11,18,18,7,91,Monday,0,1874
63,210,Truck,8,9,8,1,32,Thursday,0,425
174,184,Truck,11,14,24,5,46,Monday,0,1761
67,669,Pickup,13,12,0,1,99,Wednesday,0,609
77,269,Pickup,14,7,27,5,28,Monday,1,445
136,498,Tractor,12,5,28,7,49,Wednesday,0,535
96,846,Truck,20,10,1,1,64,Thursday,0,703
60,598,MiniTruck,9,9,14,10,34,Friday,0,393
59,245,Truck,12,19,3,7,37,Friday,1,803
189,947,Truck,16,18,24,6,59,Friday,0,2440
74,321,Tractor,16,11,7,6,39,Saturday,0,585
81,435,Truck,8,10,21,3,58,Thursday,1,644
102,992,Pickup,15,8,30,8,30,Friday,1,637
91,774,Truck,9,18,1,4,64,Saturday,1,1183
154,488,Truck,14,19,16,5,32,Thursday,1,2096
121,652,Tractor,15,10,13,10,48,Friday,1,882
189,787,MiniTruck,18,19,5,1,36,Monday,0,2538
82,187,Truck,6,13,17,2,35,Wednesday,1,806
136,667,Truck,9,11,7,2,47,Friday,1,1093
51,721,MiniTruck,15,8,6,6,37,Saturday,1,313
156,221,Pickup,17,7,1,5,32,Thursday,1,782
48,845,MiniTruck,19,7,27,1,51,Saturday,0,311
19,441,MiniTruck,19,5,23,5,23,Tuesday,1,124
193,693,Pickup,8,7,3,9,91,Monday,1,985
157,57,MiniTruck,9,20,18,2,33,Wednesday,0,2244
18,643,Truck,8,4,12,3,52,Wednesday,0,91
136,343,Truck,7,17,24,7,57,Saturday,0,1673
88,861,Truck,15,15,30,8,62,Thursday,0,990
19,682,Tractor,10,11,2,6,48,Tuesday,0,156
25,285,Tractor,15,8,28,9,39,Tuesday,0,188
94,741,Pickup,9,12,28,8,41,Thursday,0,842
187,296,Pickup,7,11,18,2,73,Wednesday,0,1506
114,710,Pickup,19,10,0,9,80,Saturday,0,811
173,278,Truck,9,16,9,9,25,Monday,0,1941
171,998,MiniTruck,19,13,0,7,54,Saturday,1,1577
172,966,Pickup,12,15,30,2,82,Tuesday,1,1915
191,531,MiniTruck,18,11,5,10,34,Tuesday,0,1467
163,412,MiniTruck,17,14,13,5,53,Monday,1,1649
151,220,Truck,6,6,23,6,98,Monday,0,711
144,206,MiniTruck,6,11,1,10,41,Tuesday,0,1101
80,226,Pickup,10,13,11,7,74,Tuesday,0,766
152,832,Truck,12,17,18,6,90,Monday,1,1886
198,646,MiniTruck,6,16,30,7,58,Wednesday,1,2300
95,88,MiniTruck,13,7,15,10,39,Saturday,0,485
13,32,Tractor,14,20,6,5,93,Saturday,0,225
138,293,MiniTruck,11,14,24,1,80,Wednesday,0,1437
159,714,Tractor,19,4,6,8,94,Saturday,1,495
69,50,Truck,6,6,0,6,75,Friday,1,324
122,631,Truck,9,17,26,5,97,Thursday,1,1552
78,157,Tractor,19,7,26,7,94,Thursday,0,460
178,532,Pickup,15,19,18,8,94,Tuesday,1,2441
129,910,MiniTruck,15,17,30,4,66,Thursday,0,1616
33,844,Tractor,17,6,10,3,71,Monday,1,200
177,488,MiniTruck,14,6,10,8,60,Friday,0,769
7,56,Truck,17,15,9,5,78,Wednesday,0,115
46,287,MiniTruck,13,11,15,10,89,Wednesday,0,398
181,78,Tractor,18,4,25,4,41,Friday,1,580
165,799,Truck,13,20,24,10,69,Saturday,0,2362
123,559,Tractor,18,8,21,3,67,Saturday,0,755
154,741,Truck,18,15,23,6,77,Tuesday,0,1683
46,984,Tractor,8,11,22,3,71,Monday,0,424
117,943,MiniTruck,10,8,12,10,87,Friday,0,692
43,81,Truck,8,12,4,4,59,Friday,0,386
168,655,Truck,17,17,2,9,54,Wednesday,1,2018
179,740,Pickup,8,18,16,6,81,Tuesday,0,2309
35,744,Tractor,16,13,17,5,81,Saturday,1,393
21,295,Pickup,13,11,6,10,26,Friday,0,156
32,268,Pickup,6,7,16,4,40,Thursday,1,211
3,951,Tractor,7,17,18,5,81,Wednesday,0,97
67,107,Truck,18,15,27,8,74,Saturday,1,785
22,402,Truck,8,7,16,7,53,Wednesday,0,145
23,608,MiniTruck,7,15,2,8,72,Tuesday,1,272
23,585,Truck,14,15,9,1,100,Tuesday,0,306
50,166,MiniTruck,9,15,10,6,95,Friday,1,589
51,631,Pickup,8,4,24,6,72,Monday,0,208
163,447,MiniTruck,19,8,0,10,42,Tuesday,1,918
146,523,Tractor,15,17,14,1,77,Monday,0,1800
100,743,Truck,20,7,23,2,49,Saturday,0,554
58,159,Tractor,9,9,7,6,59,Tuesday,0,390
177,525,MiniTruck,11,10,26,7,62,Thursday,0,1301
36,419,Pickup,17,13,28,2,42,Monday,1,413
57,540,Tractor,10,14,18,7,43,Tuesday,0,595
159,671,Pickup,8,12,22,9,53,Tuesday,1,1394
186,774,Truck,15,16,22,1,78,Friday,0,2163
149,907,Truck,6,15,30,2,65,Saturday,0,1651
190,490,Truck,16,5,29,9,29,Thursday,1,725
52,727,MiniTruck,15,15,23,2,66,Saturday,0,619
161,893,Tractor,6,9,17,4,67,Tuesday,1,1084
39,686,MiniTruck,16,14,0,2,60,Tuesday,0,406
14,764,Pickup,10,20,29,7,35,Saturday,1,265
115,693,Pickup,18,10,28,3,54,Thursday,1,894
177,292,Tractor,14,17,6,9,99,Saturday,1,2155
131,31,Truck,8,17,12,10,98,Tuesday,0,1601
9,347,MiniTruck,13,16,8,3,56,Friday,1,150
79,165,Tractor,19,6,28,9,44,Tuesday,1,397
94,104,Tractor,12,16,25,10,28,Thursday,0,1086
113,180,Pickup,19,9,3,4,75,Friday,0,743
143,423,Pickup,6,9,4,10,71,Tuesday,0,914
106,384,Truck,7,9,8,1,57,Saturday,0,709
192,714,Tractor,10,7,28,8,73,Monday,1,1024
30,225,Pickup,13,19,26,10,47,Friday,1,459
77,42,MiniTruck,13,4,8,3,25,Saturday,1,250
104,758,MiniTruck,13,20,13,4,66,Saturday,1,1518
64,34,Truck,18,8,4,7,97,Wednesday,0,393
84,269,MiniTruck,10,10,3,9,80,Monday,1,622
193,61,Tractor,20,8,2,7,37,Saturday,1,1097
159,906,Tractor,8,9,8,1,86,Wednesday,0,1057
167,529,MiniTruck,15,10,16,4,53,Monday,1,1230
36,921,Tractor,19,8,10,3,85,Thursday,1,270
79,981,Truck,8,7,30,4,46,Tuesday,0,458
123,453,Truck,19,10,18,3,35,Friday,0,905
106,839,MiniTruck,14,5,12,5,47,Saturday,1,418
85,778,Truck,8,20,13,7,50,Monday,0,1220
83,540,Tractor,18,4,19,8,70,Friday,0,281
169,323,Pickup,9,14,0,8,80,Tuesday,0,1672
