humidity_pct,wind_kmh,temp_c,rain_risk_pct,recommended_action
50,26,32,84,stop unloading and alert operators
49,8,34,99,stop unloading and alert operators
84,32,30,71,cover open yard
42,6,30,69,cover open yard
92,19,33,54,prepare covers
75,33,39,26,monitor tarpaulin
40,14,20,19,normal unloading
90,34,30,26,monitor tarpaulin
50,31,25,61,cover open yard
88,26,33,75,cover open yard
75,16,28,40,prepare covers
44,25,21,21,monitor tarpaulin
60,10,36,47,prepare covers
59,29,23,30,monitor tarpaulin
40,31,26,0,normal unloading
74,32,24,92,stop unloading and alert operators
93,2,40,58,prepare covers
88,16,37,91,stop unloading and alert operators
94,12,35,60,cover open yard
70,31,23,15,normal unloading
88,34,29,17,normal unloading
60,10,35,83,stop unloading and alert operators
72,26,26,0,normal unloading
89,5,20,56,prepare covers
45,11,22,6,normal unloading
92,11,28,18,normal unloading
52,20,29,62,cover open yard
53,5,31,94,stop unloading and alert operators
82,32,34,60,cover open yard
46,29,23,86,stop unloading and alert operators
77,32,23,48,prepare covers
63,29,31,98,stop unloading and alert operators
65,27,34,52,prepare covers
58,4,39,78,cover open yard
86,26,36,30,monitor tarpaulin
52,20,28,2,normal unloading
41,25,24,20,monitor tarpaulin
92,20,24,86,stop unloading and alert operators
64,25,26,99,stop unloading and alert operators
69,14,25,16,normal unloading
93,7,38,9,normal unloading
88,18,27,79,cover open yard
85,2,34,2,normal unloading
63,20,35,85,stop unloading and alert operators
55,28,21,97,stop unloading and alert operators
47,23,35,100,stop unloading and alert operators
80,9,22,42,prepare covers
42,8,21,8,normal unloading
65,11,33,1,normal unloading
41,34,21,17,normal unloading
65,24,37,73,cover open yard
85,15,28,59,prepare covers
61,31,37,26,monitor tarpaulin
54,22,29,64,cover open yard
72,15,31,62,cover open yard
45,13,23,36,monitor tarpaulin
76,27,35,72,cover open yard
45,18,32,31,monitor tarpaulin
85,34,33,81,stop unloading and alert operators
64,20,27,19,normal unloading
41,15,22,63,cover open yard
84,10,33,54,prepare covers
63,11,36,18,normal unloading
59,27,37,42,prepare covers
56,12,35,85,stop unloading and alert operators
48,20,20,5,normal unloading
91,4,24,2,normal unloading
74,27,21,11,normal unloading
59,26,20,40,prepare covers
45,3,37,98,stop unloading and alert operators
61,19,26,18,normal unloading
71,9,32,83,stop unloading and alert operators
52,5,40,89,stop unloading and alert operators
86,14,27,40,prepare covers
66,15,32,76,cover open yard
85,14,20,11,normal unloading
43,5,21,75,cover open yard
43,35,39,75,cover open yard
55,6,37,56,prepare covers
73,9,20,39,monitor tarpaulin
94,4,25,67,cover open yard
81,16,30,89,stop unloading and alert operators
57,6,30,69,cover open yard
78,13,39,87,stop unloading and alert operators
43,16,21,33,monitor tarpaulin
85,16,40,56,prepare covers
66,29,22,31,monitor tarpaulin
89,28,32,21,monitor tarpaulin
74,3,36,100,stop unloading and alert operators
91,7,24,17,normal unloading
83,29,36,8,normal unloading
62,21,34,89,stop unloading and alert operators
56,31,20,44,prepare covers
85,16,22,11,normal unloading
42,24,37,27,monitor tarpaulin
83,17,20,78,cover open yard
67,33,26,77,cover open yard
68,34,29,17,normal unloading
46,9,29,17,normal unloading
82,29,39,29,monitor tarpaulin
70,28,31,82,stop unloading and alert operators
41,8,32,62,cover open yard
67,32,23,65,cover open yard
71,32,32,16,normal unloading
82,35,37,27,monitor tarpaulin
66,17,33,69,cover open yard
73,24,20,11,normal unloading
86,27,40,20,monitor tarpaulin
69,27,25,75,cover open yard
50,13,33,55,prepare covers
67,30,36,88,stop unloading and alert operators
72,2,38,89,stop unloading and alert operators
84,14,34,82,stop unloading and alert operators
65,7,32,41,prepare covers
50,13,37,82,stop unloading and alert operators
78,2,34,37,monitor tarpaulin
77,17,30,72,cover open yard
74,8,24,41,prepare covers
61,32,35,59,prepare covers
49,29,30,77,cover open yard
93,33,32,37,monitor tarpaulin
41,14,37,47,prepare covers
87,3,30,3,normal unloading
44,20,23,98,stop unloading and alert operators
68,8,32,42,prepare covers
70,14,38,8,normal unloading
92,10,38,45,prepare covers
95,27,31,11,normal unloading
74,30,22,82,stop unloading and alert operators
47,21,36,54,prepare covers
42,5,40,46,prepare covers
89,4,20,91,stop unloading and alert operators
78,13,28,34,monitor tarpaulin
78,13,36,57,prepare covers
75,33,31,81,stop unloading and alert operators
69,5,40,29,monitor tarpaulin
81,3,24,75,cover open yard
52,3,23,13,normal unloading
86,11,30,81,stop unloading and alert operators
40,6,40,64,cover open yard
65,4,35,35,monitor tarpaulin
50,3,32,84,stop unloading and alert operators
81,24,24,23,monitor tarpaulin
50,16,26,52,prepare covers
78,15,23,81,stop unloading and alert operators
75,3,32,21,monitor tarpaulin
42,2,35,81,stop unloading and alert operators
52,3,24,33,monitor tarpaulin
90,13,32,83,stop unloading and alert operators
85,29,24,33,monitor tarpaulin
84,30,31,30,monitor tarpaulin
70,20,20,89,stop unloading and alert operators
91,22,35,100,stop unloading and alert operators
84,7,40,97,stop unloading and alert operators
57,21,32,84,stop unloading and alert operators
78,25,33,86,stop unloading and alert operators
89,33,28,6,normal unloading
86,26,37,63,cover open yard
90,15,31,82,stop unloading and alert operators
59,18,31,28,monitor tarpaulin
56,23,22,35,monitor tarpaulin
64,29,37,68,cover open yard
82,28,31,65,cover open yard
52,19,36,25,monitor tarpaulin
90,20,37,94,stop unloading and alert operators
94,16,31,83,stop unloading and alert operators
75,29,40,20,monitor tarpaulin
94,28,35,27,monitor tarpaulin
67,27,29,66,cover open yard
60,17,24,3,normal unloading
95,31,35,46,prepare covers
73,32,20,65,cover open yard
78,20,27,20,monitor tarpaulin
89,28,39,71,cover open yard
53,18,29,31,monitor tarpaulin
95,29,39,88,stop unloading and alert operators
61,4,31,3,normal unloading
88,21,30,7,normal unloading
63,4,39,22,monitor tarpaulin
74,19,32,59,prepare covers
50,2,21,58,prepare covers
52,19,25,97,stop unloading and alert operators
78,14,38,5,normal unloading
84,31,34,29,monitor tarpaulin
87,33,24,75,cover open yard
60,19,40,100,stop unloading and alert operators
62,2,27,71,cover open yard
41,6,33,17,normal unloading
61,24,23,45,prepare covers
42,10,40,0,normal unloading
59,23,20,84,stop unloading and alert operators
51,8,29,26,monitor tarpaulin
61,16,22,17,normal unloading
69,18,27,28,monitor tarpaulin
88,33,39,97,stop unloading and alert operators
61,14,22,92,stop unloading and alert operators
86,8,23,18,normal unloading
55,24,38,3,normal unloading
57,12,32,45,prepare covers
51,31,28,19,normal unloading
75,29,32,23,monitor tarpaulin
91,24,23,88,stop unloading and alert operators
43,35,31,63,cover open yard
54,35,26,70,cover open yard
85,24,31,37,monitor tarpaulin
61,7,28,80,stop unloading and alert operators
88,29,21,77,cover open yard
92,7,38,29,monitor tarpaulin
60,8,22,61,cover open yard
82,21,31,45,prepare covers
60,16,34,89,stop unloading and alert operators
42,28,24,60,cover open yard
51,8,33,58,prepare covers
52,17,34,32,monitor tarpaulin
64,8,24,11,normal unloading
82,22,35,47,prepare covers
67,12,33,32,monitor tarpaulin
46,13,33,3,normal unloading
72,18,36,15,normal unloading
72,30,32,20,monitor tarpaulin
40,5,33,73,cover open yard
54,7,39,55,prepare covers
55,3,27,79,cover open yard
78,23,22,55,prepare covers
87,33,21,39,monitor tarpaulin
61,4,30,92,stop unloading and alert operators
79,11,24,86,stop unloading and alert operators
85,28,34,29,monitor tarpaulin
83,8,25,97,stop unloading and alert operators
53,19,27,99,stop unloading and alert operators
73,35,21,39,monitor tarpaulin
72,24,22,84,stop unloading and alert operators
58,11,21,18,normal unloading
63,17,32,38,monitor tarpaulin
63,4,24,70,cover open yard
51,17,23,31,monitor tarpaulin
56,10,35,46,prepare covers
89,25,34,48,prepare covers
69,13,39,78,cover open yard
44,9,30,37,monitor tarpaulin
77,3,29,80,stop unloading and alert operators
56,14,22,66,cover open yard
94,14,40,38,monitor tarpaulin
55,29,39,47,prepare covers
54,7,21,87,stop unloading and alert operators
81,12,38,61,cover open yard
70,9,40,13,normal unloading
60,3,33,18,normal unloading
83,9,34,77,cover open yard
48,26,30,8,normal unloading
68,15,25,65,cover open yard
47,29,24,87,stop unloading and alert operators
79,7,21,93,stop unloading and alert operators
72,33,27,79,cover open yard
49,12,23,75,cover open yard
75,17,32,72,cover open yard
44,22,34,27,monitor tarpaulin
83,31,33,99,stop unloading and alert operators
70,9,20,45,prepare covers
48,34,34,62,cover open yard
40,30,40,37,monitor tarpaulin
62,7,31,25,monitor tarpaulin
43,18,28,40,prepare covers
43,2,25,0,normal unloading
48,26,36,31,monitor tarpaulin
75,33,37,78,cover open yard
42,15,29,81,stop unloading and alert operators
62,5,25,76,cover open yard
60,34,32,57,prepare covers
88,27,21,30,monitor tarpaulin
81,5,28,1,normal unloading
78,15,28,52,prepare covers
83,31,31,38,monitor tarpaulin
80,6,37,91,stop unloading and alert operators
86,11,27,100,stop unloading and alert operators
67,34,23,5,normal unloading
44,17,37,85,stop unloading and alert operators
48,30,25,9,normal unloading
43,22,23,31,monitor tarpaulin
55,19,32,7,normal unloading
46,21,25,19,normal unloading
40,8,27,68,cover open yard
82,12,31,30,monitor tarpaulin
51,4,37,94,stop unloading and alert operators
52,6,32,66,cover open yard
47,28,27,53,prepare covers
93,2,27,68,cover open yard
76,7,40,89,stop unloading and alert operators
70,17,32,76,cover open yard
40,31,36,75,cover open yard
85,21,40,62,cover open yard
67,32,25,5,normal unloading
42,3,31,16,normal unloading
45,18,23,99,stop unloading and alert operators
43,32,20,58,prepare covers
47,29,27,34,monitor tarpaulin
75,25,20,83,stop unloading and alert operators
82,22,23,23,monitor tarpaulin
53,31,20,67,cover open yard
63,7,23,99,stop unloading and alert operators
77,7,39,33,monitor tarpaulin
91,21,31,33,monitor tarpaulin
63,28,39,60,cover open yard
49,27,31,43,prepare covers
64,9,39,23,monitor tarpaulin
69,29,35,10,normal unloading
55,30,34,93,stop unloading and alert operators
83,9,36,64,cover open yard
66,11,33,30,monitor tarpaulin
77,24,32,13,normal unloading
48,27,32,99,stop unloading and alert operators
68,16,20,47,prepare covers
63,33,26,58,prepare covers
46,14,37,67,cover open yard
70,20,21,21,monitor tarpaulin
86,10,26,87,stop unloading and alert operators
81,20,32,8,normal unloading
59,21,32,48,prepare covers
51,33,33,26,monitor tarpaulin
86,15,20,37,monitor tarpaulin
83,9,22,58,prepare covers
66,8,29,22,monitor tarpaulin
80,8,31,23,monitor tarpaulin
58,34,27,14,normal unloading
78,27,37,94,stop unloading and alert operators
66,15,33,33,monitor tarpaulin
70,3,28,49,prepare covers
60,26,37,72,cover open yard
64,34,35,2,normal unloading
53,26,37,71,cover open yard
89,16,20,3,normal unloading
57,16,35,87,stop unloading and alert operators
78,16,32,93,stop unloading and alert operators
54,7,31,73,cover open yard
51,11,39,14,normal unloading
82,12,35,7,normal unloading
64,23,39,28,monitor tarpaulin
57,6,21,33,monitor tarpaulin
43,26,24,74,cover open yard
46,7,37,57,prepare covers
50,10,36,20,monitor tarpaulin
57,32,23,66,cover open yard
52,3,22,68,cover open yard
47,30,38,98,stop unloading and alert operators
65,5,35,42,prepare covers
83,30,36,78,cover open yard
86,35,40,32,monitor tarpaulin
93,32,29,74,cover open yard
79,30,39,76,cover open yard
43,22,25,17,normal unloading
46,33,23,14,normal unloading
57,28,30,53,prepare covers
62,35,23,70,cover open yard
79,8,20,55,prepare covers
44,33,26,80,stop unloading and alert operators
91,22,33,31,monitor tarpaulin
46,28,26,12,normal unloading
50,31,31,45,prepare covers
68,13,33,13,normal unloading
66,21,39,52,prepare covers
53,33,37,64,cover open yard
44,7,38,27,monitor tarpaulin
73,5,32,67,cover open yard
50,5,23,97,stop unloading and alert operators
53,2,35,9,normal unloading
67,33,31,24,monitor tarpaulin
90,12,23,49,prepare covers
54,14,33,15,normal unloading
91,17,22,60,cover open yard
79,35,30,34,monitor tarpaulin
77,4,21,39,monitor tarpaulin
84,5,27,60,cover open yard
83,12,39,45,prepare covers
87,20,31,66,cover open yard
89,23,36,28,monitor tarpaulin
61,28,27,87,stop unloading and alert operators
78,9,24,61,cover open yard
94,19,26,77,cover open yard
80,11,24,41,prepare covers
89,23,23,56,prepare covers
91,19,22,76,cover open yard
84,13,30,71,cover open yard
44,18,35,53,prepare covers
51,8,25,90,stop unloading and alert operators
52,27,21,15,normal unloading
84,27,27,73,cover open yard
78,18,31,33,monitor tarpaulin
46,15,37,32,monitor tarpaulin
60,16,23,40,prepare covers
64,15,21,77,cover open yard
55,2,35,76,cover open yard
65,35,30,99,stop unloading and alert operators
79,4,40,75,cover open yard
67,21,31,100,stop unloading and alert operators
77,31,24,80,stop unloading and alert operators
57,4,37,95,stop unloading and alert operators
79,13,23,58,prepare covers
70,14,30,83,stop unloading and alert operators
88,7,33,51,prepare covers
72,6,22,26,monitor tarpaulin
53,32,26,54,prepare covers
68,3,35,88,stop unloading and alert operators
48,9,35,84,stop unloading and alert operators
54,20,20,90,stop unloading and alert operators
51,21,24,83,stop unloading and alert operators
50,12,28,12,normal unloading
84,35,27,7,normal unloading
66,17,25,93,stop unloading and alert operators
55,29,30,39,monitor tarpaulin
40,8,37,12,normal unloading
81,21,29,34,monitor tarpaulin
50,20,37,34,monitor tarpaulin
49,3,25,88,stop unloading and alert operators
57,17,31,0,normal unloading
84,21,34,52,prepare covers
62,7,23,85,stop unloading and alert operators
87,34,33,84,stop unloading and alert operators
44,23,33,35,monitor tarpaulin
40,20,23,39,monitor tarpaulin
71,24,26,79,cover open yard
74,6,26,59,prepare covers
42,22,29,81,stop unloading and alert operators
48,21,30,11,normal unloading
83,5,36,22,monitor tarpaulin
64,6,22,3,normal unloading
81,14,30,49,prepare covers
60,19,25,95,stop unloading and alert operators
76,13,21,81,stop unloading and alert operators
51,17,35,48,prepare covers
85,26,33,74,cover open yard
82,29,39,22,monitor tarpaulin
89,12,38,44,prepare covers
54,16,37,49,prepare covers
45,18,22,8,normal unloading
80,14,39,86,stop unloading and alert operators
41,16,29,16,normal unloading
57,11,29,0,normal unloading
64,29,25,65,cover open yard
87,14,28,52,prepare covers
52,14,29,86,stop unloading and alert operators
73,16,27,32,monitor tarpaulin
53,32,31,13,normal unloading
87,35,32,55,prepare covers
79,18,21,64,cover open yard
67,25,29,22,monitor tarpaulin
58,17,37,22,monitor tarpaulin
64,10,37,42,prepare covers
61,3,34,34,monitor tarpaulin
53,23,20,73,cover open yard
95,24,25,97,stop unloading and alert operators
94,35,39,47,prepare covers
78,19,35,80,stop unloading and alert operators
95,2,27,72,cover open yard
67,29,29,41,prepare covers
53,22,39,12,normal unloading
93,32,32,42,prepare covers
42,18,34,15,normal unloading
91,35,26,0,normal unloading
42,23,28,17,normal unloading
75,34,34,27,monitor tarpaulin
57,20,39,82,stop unloading and alert operators
65,26,36,55,prepare covers
67,30,38,68,cover open yard
79,18,34,2,normal unloading
66,8,34,89,stop unloading and alert operators
94,3,33,74,cover open yard
43,7,28,79,cover open yard
68,7,22,3,normal unloading
88,15,36,33,monitor tarpaulin
90,30,23,43,prepare covers
65,32,31,53,prepare covers
67,22,20,83,stop unloading and alert operators
61,6,37,93,stop unloading and alert operators
72,29,20,87,stop unloading and alert operators
46,26,35,84,stop unloading and alert operators
58,18,38,92,stop unloading and alert operators
83,13,26,36,monitor tarpaulin
84,15,31,78,cover open yard
80,29,38,66,cover open yard
60,3,28,41,prepare covers
88,3,40,42,prepare covers
90,28,33,90,stop unloading and alert operators
76,16,35,43,prepare covers
59,4,24,91,stop unloading and alert operators
87,18,25,71,cover open yard
67,6,35,89,stop unloading and alert operators
74,12,30,57,prepare covers
47,21,21,16,normal unloading
61,5,27,68,cover open yard
60,33,33,95,stop unloading and alert operators
51,26,29,65,cover open yard
90,6,40,52,prepare covers
88,17,36,82,stop unloading and alert operators
58,17,33,71,cover open yard
95,5,32,25,monitor tarpaulin
60,34,31,28,monitor tarpaulin
41,7,20,98,stop unloading and alert operators
45,11,34,70,cover open yard
76,26,39,42,prepare covers
45,15,20,97,stop unloading and alert operators
58,34,31,18,normal unloading
95,33,34,44,prepare covers
73,26,35,6,normal unloading
53,26,30,53,prepare covers
49,5,26,95,stop unloading and alert operators
67,15,28,38,monitor tarpaulin
83,20,26,80,stop unloading and alert operators
78,18,32,65,cover open yard
89,26,27,29,monitor tarpaulin
46,6,24,25,monitor tarpaulin
54,25,34,86,stop unloading and alert operators
66,7,35,91,stop unloading and alert operators
93,5,34,28,monitor tarpaulin
93,9,34,38,monitor tarpaulin
57,24,34,59,prepare covers
67,13,33,17,normal unloading
64,17,32,56,prepare covers
74,22,21,65,cover open yard
79,33,35,33,monitor tarpaulin
90,33,31,78,cover open yard
57,20,40,30,monitor tarpaulin
58,34,30,17,normal unloading
77,24,26,57,prepare covers
87,31,28,3,normal unloading
88,17,35,49,prepare covers
69,28,37,60,cover open yard
58,3,28,19,normal unloading
41,32,33,59,prepare covers
62,7,29,76,cover open yard
68,24,26,38,monitor tarpaulin
45,6,30,96,stop unloading and alert operators
70,15,40,99,stop unloading and alert operators
53,5,39,75,cover open yard
43,4,40,91,stop unloading and alert operators
42,19,21,52,prepare covers
63,27,31,92,stop unloading and alert operators
72,11,27,95,stop unloading and alert operators
58,18,30,31,monitor tarpaulin
73,23,40,84,stop unloading and alert operators
67,25,27,43,prepare covers
51,14,24,52,prepare covers
67,4,40,87,stop unloading and alert operators
82,2,21,33,monitor tarpaulin
69,3,38,94,stop unloading and alert operators
45,6,21,94,stop unloading and alert operators
55,21,38,96,stop unloading and alert operators
82,25,33,9,normal unloading
45,34,38,75,cover open yard
87,27,30,10,normal unloading
45,8,30,64,cover open yard
53,30,28,51,prepare covers
67,6,29,93,stop unloading and alert operators
59,32,34,54,prepare covers
45,34,40,97,stop unloading and alert operators
81,28,36,62,cover open yard
82,2,28,92,stop unloading and alert operators
69,28,32,85,stop unloading and alert operators
81,26,37,18,normal unloading
85,3,31,91,stop unloading and alert operators
48,25,32,43,prepare covers
78,25,20,67,cover open yard
81,6,28,91,stop unloading and alert operators
50,16,27,0,normal unloading
86,13,38,90,stop unloading and alert operators
51,33,33,36,monitor tarpaulin
94,3,30,35,monitor tarpaulin
93,32,27,79,cover open yard
74,29,25,19,normal unloading
44,18,21,45,prepare covers
44,15,22,68,cover open yard
64,26,21,39,monitor tarpaulin
71,21,34,31,monitor tarpaulin
53,7,28,58,prepare covers
86,34,30,21,monitor tarpaulin
56,31,29,38,monitor tarpaulin
92,10,20,24,monitor tarpaulin
60,18,29,13,normal unloading
41,12,27,100,stop unloading and alert operators
72,32,40,28,monitor tarpaulin
93,24,22,68,cover open yard
87,28,33,39,monitor tarpaulin
95,33,35,38,monitor tarpaulin
46,15,22,26,monitor tarpaulin
63,6,36,86,stop unloading and alert operators
52,2,24,45,prepare covers
72,25,26,34,monitor tarpaulin
66,22,37,10,normal unloading
62,15,39,67,cover open yard
89,25,40,21,monitor tarpaulin
84,9,35,70,cover open yard
78,22,30,79,cover open yard
91,5,38,66,cover open yard
59,6,25,70,cover open yard
64,23,31,66,cover open yard
93,9,32,58,prepare covers
62,13,26,68,cover open yard
53,8,38,28,monitor tarpaulin
59,7,37,91,stop unloading and alert operators
88,4,21,25,monitor tarpaulin
74,6,28,49,prepare covers
52,18,24,90,stop unloading and alert operators
78,13,29,20,monitor tarpaulin
46,25,38,59,prepare covers
87,17,21,75,cover open yard
87,8,25,8,normal unloading
72,22,24,60,cover open yard
52,20,22,11,normal unloading
58,27,22,25,monitor tarpaulin
55,7,30,82,stop unloading and alert operators
62,25,26,6,normal unloading
44,22,27,4,normal unloading
52,5,29,37,monitor tarpaulin
40,30,34,68,cover open yard
45,8,21,78,cover open yard
87,28,31,78,cover open yard
75,21,30,40,prepare covers
69,28,33,30,monitor tarpaulin
87,21,30,38,monitor tarpaulin
47,13,39,75,cover open yard
46,11,33,78,cover open yard
94,19,30,19,normal unloading
43,28,29,87,stop unloading and alert operators
45,8,20,53,prepare covers
46,26,40,48,prepare covers
84,7,20,7,normal unloading
88,35,40,16,normal unloading
50,18,24,94,stop unloading and alert operators
47,27,37,18,normal unloading
66,34,24,19,normal unloading
83,7,40,63,cover open yard
62,27,25,83,stop unloading and alert operators
90,26,39,72,cover open yard
89,26,24,3,normal unloading
73,14,40,34,monitor tarpaulin
71,7,20,1,normal unloading
62,16,24,84,stop unloading and alert operators
91,24,35,16,normal unloading
88,10,37,80,stop unloading and alert operators
69,5,26,20,monitor tarpaulin
49,3,21,82,stop unloading and alert operators
82,31,28,71,cover open yard
61,33,24,32,monitor tarpaulin
91,14,37,59,prepare covers
47,11,39,44,prepare covers
45,20,30,23,monitor tarpaulin
85,4,30,86,stop unloading and alert operators
72,3,24,80,stop unloading and alert operators
73,27,20,48,prepare covers
42,20,37,3,normal unloading
51,13,28,1,normal unloading
66,24,29,61,cover open yard
56,30,32,88,stop unloading and alert operators
78,23,21,91,stop unloading and alert operators
77,3,28,10,normal unloading
80,34,38,64,cover open yard
61,29,32,88,stop unloading and alert operators
56,15,21,12,normal unloading
64,23,40,45,prepare covers
67,10,27,65,cover open yard
75,33,36,65,cover open yard
72,30,32,44,prepare covers
67,17,22,26,monitor tarpaulin
64,5,33,82,stop unloading and alert operators
48,10,38,2,normal unloading
45,8,26,71,cover open yard
64,2,28,61,cover open yard
93,19,34,10,normal unloading
88,2,26,65,cover open yard
41,15,30,15,normal unloading
88,18,36,75,cover open yard
91,22,27,71,cover open yard
50,20,29,9,normal unloading
77,9,28,58,prepare covers
91,5,31,29,monitor tarpaulin
59,30,24,71,cover open yard
55,24,22,94,stop unloading and alert operators
66,32,26,81,stop unloading and alert operators
43,23,27,16,normal unloading
82,27,35,1,normal unloading
91,18,36,97,stop unloading and alert operators
73,27,40,67,cover open yard
87,28,30,48,prepare covers
84,11,38,21,monitor tarpaulin
63,13,25,67,cover open yard
50,2,23,67,cover open yard
53,11,27,47,prepare covers
53,4,33,65,cover open yard
72,23,33,68,cover open yard
86,21,33,62,cover open yard
66,33,36,2,normal unloading
79,27,28,41,prepare covers
91,16,35,34,monitor tarpaulin
86,19,38,41,prepare covers
93,32,30,18,normal unloading
45,16,31,81,stop unloading and alert operators
52,7,35,41,prepare covers
62,23,39,80,stop unloading and alert operators
50,34,39,62,cover open yard
57,31,28,11,normal unloading
83,6,40,37,monitor tarpaulin
73,26,25,54,prepare covers
68,22,23,95,stop unloading and alert operators
81,9,39,79,cover open yard
71,29,28,42,prepare covers
54,19,39,52,prepare covers
62,22,22,98,stop unloading and alert operators
62,29,29,14,normal unloading
79,27,34,67,cover open yard
78,29,27,92,stop unloading and alert operators
40,5,38,26,monitor tarpaulin
62,34,25,7,normal unloading
93,9,32,100,stop unloading and alert operators
52,4,22,97,stop unloading and alert operators
87,22,38,60,cover open yard
81,11,25,35,monitor tarpaulin
49,10,36,35,monitor tarpaulin
88,15,29,98,stop unloading and alert operators
82,12,35,48,prepare covers
66,5,38,80,stop unloading and alert operators
73,18,33,83,stop unloading and alert operators
84,5,22,81,stop unloading and alert operators
95,34,21,35,monitor tarpaulin
40,15,26,38,monitor tarpaulin
75,2,22,42,prepare covers
95,16,34,95,stop unloading and alert operators
55,25,36,51,prepare covers
65,33,23,44,prepare covers
60,18,28,53,prepare covers
41,24,27,74,cover open yard
49,27,21,78,cover open yard
67,33,28,95,stop unloading and alert operators
92,27,40,89,stop unloading and alert operators
48,33,24,6,normal unloading
80,23,26,50,prepare covers
84,21,39,73,cover open yard
44,8,39,88,stop unloading and alert operators
49,35,31,52,prepare covers
68,11,36,46,prepare covers
87,4,25,10,normal unloading
62,22,40,84,stop unloading and alert operators
53,17,20,86,stop unloading and alert operators
71,31,30,40,prepare covers
75,10,22,20,monitor tarpaulin
64,13,33,33,monitor tarpaulin
53,25,32,61,cover open yard
81,34,28,36,monitor tarpaulin
87,27,20,57,prepare covers
75,3,35,43,prepare covers
45,8,39,64,cover open yard
44,31,35,47,prepare covers
63,6,24,73,cover open yard
83,19,29,12,normal unloading
90,21,39,99,stop unloading and alert operators
50,23,26,86,stop unloading and alert operators
46,29,28,79,cover open yard
74,13,36,97,stop unloading and alert operators
83,17,36,99,stop unloading and alert operators
81,23,38,60,cover open yard
57,30,34,55,prepare covers
62,26,30,74,cover open yard
42,32,20,46,prepare covers
60,21,39,33,monitor tarpaulin
81,15,40,39,monitor tarpaulin
54,29,37,60,cover open yard
82,33,23,43,prepare covers
95,28,38,22,monitor tarpaulin
49,2,38,34,monitor tarpaulin
89,5,35,51,prepare covers
84,17,29,14,normal unloading
62,15,31,75,cover open yard
69,31,23,6,normal unloading
82,5,23,15,normal unloading
61,18,34,58,prepare covers
94,16,29,78,cover open yard
56,17,22,84,stop unloading and alert operators
56,32,24,22,monitor tarpaulin
62,25,34,64,cover open yard
61,27,28,13,normal unloading
54,23,28,82,stop unloading and alert operators
86,33,29,12,normal unloading
65,23,40,47,prepare covers
69,15,39,85,stop unloading and alert operators
60,11,27,18,normal unloading
74,25,31,44,prepare covers
75,3,38,100,stop unloading and alert operators
93,24,35,95,stop unloading and alert operators
78,21,35,46,prepare covers
72,8,40,52,prepare covers
65,4,24,100,stop unloading and alert operators
73,18,40,81,stop unloading and alert operators
47,14,33,21,monitor tarpaulin
55,15,40,100,stop unloading and alert operators
80,21,34,0,normal unloading
59,3,34,13,normal unloading
56,27,38,56,prepare covers
80,8,28,93,stop unloading and alert operators
71,33,27,37,monitor tarpaulin
47,24,30,73,cover open yard
61,4,36,91,stop unloading and alert operators
53,33,29,47,prepare covers
85,27,21,15,normal unloading
69,3,26,77,cover open yard
92,26,23,2,normal unloading
44,31,31,78,cover open yard
83,3,21,97,stop unloading and alert operators
46,30,21,49,prepare covers
69,19,38,4,normal unloading
71,29,39,22,monitor tarpaulin
73,22,30,87,stop unloading and alert operators
46,27,24,14,normal unloading
87,25,38,99,stop unloading and alert operators
55,29,34,51,prepare covers
83,17,31,25,monitor tarpaulin
90,29,35,30,monitor tarpaulin
63,24,36,76,cover open yard
66,4,35,7,normal unloading
69,10,24,68,cover open yard
74,15,28,99,stop unloading and alert operators
45,15,27,44,prepare covers
92,8,26,78,cover open yard
40,6,28,24,monitor tarpaulin
43,31,29,21,monitor tarpaulin
71,21,39,29,monitor tarpaulin
67,27,27,40,prepare covers
70,28,34,98,stop unloading and alert operators
92,6,28,66,cover open yard
41,14,20,85,stop unloading and alert operators
43,31,27,46,prepare covers
89,29,31,71,cover open yard
92,11,32,3,normal unloading
72,13,30,23,monitor tarpaulin
82,28,27,93,stop unloading and alert operators
70,18,22,18,normal unloading
72,35,32,54,prepare covers
77,8,22,16,normal unloading
83,10,26,21,monitor tarpaulin
44,18,40,84,stop unloading and alert operators
50,22,25,48,prepare covers
45,8,38,62,cover open yard
90,11,30,79,cover open yard
95,21,32,97,stop unloading and alert operators
88,22,34,33,monitor tarpaulin
80,19,32,47,prepare covers
84,15,25,47,prepare covers
83,22,28,36,monitor tarpaulin
44,9,36,12,normal unloading
91,23,22,27,monitor tarpaulin
64,30,26,65,cover open yard
41,23,24,7,normal unloading
53,8,38,27,monitor tarpaulin
68,29,36,38,monitor tarpaulin
89,8,37,99,stop unloading and alert operators
57,33,22,33,monitor tarpaulin
64,10,25,3,normal unloading
44,18,36,31,monitor tarpaulin
52,17,30,34,monitor tarpaulin
43,8,23,23,monitor tarpaulin
68,12,37,26,monitor tarpaulin
64,2,26,0,normal unloading
72,32,32,37,monitor tarpaulin
69,32,21,93,stop unloading and alert operators
76,2,33,84,stop unloading and alert operators
82,32,33,13,normal unloading
74,17,34,48,prepare covers
49,25,20,61,cover open yard
66,32,22,81,stop unloading and alert operators
66,13,23,63,cover open yard
49,4,29,69,cover open yard
73,35,32,71,cover open yard
43,21,23,64,cover open yard
64,16,21,28,monitor tarpaulin
92,12,32,38,monitor tarpaulin
81,23,32,32,monitor tarpaulin
79,29,34,38,monitor tarpaulin
