variety,total_bags,damaged,wet,moisture_pct,humidity_pct,rain_risk_pct,source
IR-64,407,27,9,12.2,56,92,inspection
Ponni,373,28,11,11.8,72,32,inspection
Ponni,183,4,6,14.5,51,26,inspection
Sona Masoori,430,9,16,11.8,90,62,inspection
Sona Masoori,136,3,2,16.3,88,58,inspection
Swarna,227,11,5,16.8,57,19,inspection
Jasmine,88,6,4,14.1,88,54,inspection
Jasmine,168,4,0,12.6,51,23,inspection
Swarna,279,18,1,13.8,84,79,inspection
IR-64,310,26,3,13.0,60,12,inspection
Basmati,355,9,11,16.2,72,71,inspection
Basmati,263,4,12,16.5,75,20,inspection
Ponni,431,26,15,13.2,88,4,inspection
Basmati,212,9,2,11.9,69,63,inspection
Swarna,278,25,13,16.0,78,71,inspection
IR-64,238,9,5,16.6,68,65,inspection
Basmati,314,28,5,13.8,87,45,inspection
Swarna,308,18,13,15.3,70,15,inspection
Sona Masoori,262,24,11,14.0,87,52,inspection
Sona Masoori,110,4,0,13.5,91,0,inspection
Basmati,271,23,5,14.2,50,39,inspection
Swarna,372,32,10,14.1,72,5,inspection
Basmati,412,39,8,13.6,50,88,inspection
Ponni,420,18,15,15.6,61,64,inspection
Sona Masoori,273,2,10,12.3,79,42,inspection
Jasmine,143,3,1,11.6,89,20,inspection
IR-64,452,5,13,15.6,64,71,inspection
Jasmine,429,42,18,13.0,94,48,inspection
IR-64,312,5,13,13.5,70,92,inspection
Ponni,297,5,9,12.9,80,80,inspection
IR-64,404,17,16,14.7,71,35,inspection
Ponni,183,5,5,15.4,84,40,inspection
IR-64,229,14,7,14.2,92,37,inspection
Ponni,409,25,4,14.8,54,55,inspection
Basmati,450,18,3,14.9,88,91,inspection
Jasmine,302,6,0,15.0,70,10,inspection
Jasmine,82,5,3,11.8,55,63,inspection
Swarna,187,6,5,15.6,57,10,inspection
IR-64,167,9,5,13.7,51,72,inspection
Sona Masoori,221,22,3,15.0,68,86,inspection
Swarna,385,19,12,16.0,89,83,inspection
Basmati,91,5,1,11.6,95,46,inspection
Ponni,166,7,6,12.9,93,37,inspection
IR-64,105,1,2,11.6,69,20,inspection
Basmati,476,28,22,12.0,82,23,inspection
Swarna,224,13,1,12.9,52,59,inspection
Basmati,77,3,3,15.2,69,15,inspection
Ponni,84,7,3,14.5,79,47,inspection
Sona Masoori,488,33,0,16.0,87,48,inspection
Jasmine,265,16,1,12.0,92,54,inspection
Basmati,477,38,13,12.0,84,33,inspection
Swarna,494,41,13,14.7,73,75,inspection
IR-64,308,14,9,14.0,53,88,inspection
IR-64,129,10,2,13.7,92,14,inspection
Jasmine,403,19,0,16.2,88,3,inspection
Ponni,390,4,3,12.4,77,15,inspection
IR-64,241,2,7,15.8,92,17,inspection
Basmati,247,15,4,16.8,95,49,inspection
Swarna,165,14,4,15.2,88,33,inspection
Jasmine,398,16,17,13.7,63,61,inspection
Jasmine,429,13,11,12.9,94,10,inspection
Swarna,421,25,1,14.3,50,14,inspection
Jasmine,412,8,4,16.0,93,11,inspection
Swarna,372,10,1,13.2,92,20,inspection
IR-64,145,1,3,13.0,90,56,inspection
Sona Masoori,134,6,1,14.1,81,77,inspection
Ponni,308,4,7,15.5,89,82,inspection
Sona Masoori,158,12,6,15.1,61,22,inspection
IR-64,152,8,5,16.2,69,36,inspection
Jasmine,182,9,7,16.1,57,77,inspection
Ponni,110,4,0,13.7,66,75,inspection
Sona Masoori,470,41,23,13.0,59,85,inspection
Ponni,68,3,0,11.6,90,23,inspection
Basmati,451,9,18,12.0,52,90,inspection
Jasmine,484,39,5,16.5,64,80,inspection
Swarna,406,12,18,13.0,66,4,inspection
Sona Masoori,489,30,8,13.3,92,60,inspection
Jasmine,106,9,2,14.1,64,31,inspection
IR-64,269,4,11,14.2,60,6,inspection
IR-64,373,24,10,16.6,94,62,inspection
Basmati,266,25,0,12.4,55,49,inspection
Sona Masoori,273,25,11,12.4,82,17,inspection
Basmati,65,3,2,13.9,92,48,inspection
Jasmine,232,5,6,15.0,63,49,inspection
Sona Masoori,447,29,2,15.2,71,5,inspection
IR-64,198,11,6,12.9,88,48,inspection
Ponni,227,3,9,11.6,58,72,inspection
Basmati,320,13,10,16.5,87,32,inspection
Jasmine,358,8,5,13.0,88,56,inspection
IR-64,397,21,15,16.3,53,36,inspection
Basmati,124,5,3,15.1,78,46,inspection
Ponni,60,1,0,16.5,74,41,inspection
Basmati,216,8,0,13.7,73,62,inspection
Basmati,438,32,11,13.2,70,17,inspection
Ponni,333,14,14,15.0,75,38,inspection
Ponni,372,11,1,12.7,51,32,inspection
Ponni,210,3,8,12.3,65,76,inspection
Jasmine,371,12,4,14.8,81,43,inspection
IR-64,309,24,6,14.1,58,95,inspection
Sona Masoori,245,8,2,12.8,59,20,inspection
Basmati,450,12,11,16.7,50,91,inspection
IR-64,200,10,1,15.5,61,36,inspection
Swarna,134,8,2,11.7,69,8,inspection
Swarna,85,2,0,16.5,53,54,inspection
Ponni,345,32,3,15.0,85,62,inspection
Basmati,141,5,3,12.0,50,67,inspection
Jasmine,295,26,11,13.4,93,69,inspection
Swarna,175,11,7,12.3,55,67,inspection
Basmati,111,4,2,15.4,85,66,inspection
Jasmine,412,7,2,14.6,95,85,inspection
Sona Masoori,469,12,2,16.6,89,34,inspection
Jasmine,346,3,4,12.7,58,82,inspection
IR-64,396,16,16,16.4,91,40,inspection
IR-64,156,11,5,13.0,93,58,inspection
Swarna,125,10,5,14.8,67,6,inspection
Jasmine,170,13,7,12.5,59,35,inspection
Sona Masoori,72,5,2,14.7,55,87,inspection
IR-64,117,4,1,13.5,64,17,inspection
Jasmine,324,25,2,15.0,92,63,inspection
Basmati,305,3,7,14.2,86,94,inspection
IR-64,102,5,4,16.3,60,46,inspection
Ponni,281,6,11,16.5,54,6,inspection
Ponni,317,16,2,15.9,92,22,inspection
Basmati,208,20,4,15.0,73,22,inspection
Ponni,358,8,16,14.8,54,45,inspection
IR-64,103,5,2,12.0,86,59,inspection
Sona Masoori,278,24,0,13.7,53,13,inspection
Basmati,201,10,3,13.1,51,18,inspection
Sona Masoori,400,18,6,16.1,64,12,inspection
Swarna,248,7,10,12.0,52,2,inspection
Ponni,238,14,11,14.0,69,30,inspection
Swarna,389,37,15,12.8,67,57,inspection
Sona Masoori,441,24,19,15.2,67,46,inspection
IR-64,500,12,20,11.8,61,13,inspection
Ponni,141,13,2,12.5,62,60,inspection
Sona Masoori,107,10,3,12.2,92,66,inspection
IR-64,446,19,5,15.3,53,19,inspection
Sona Masoori,245,8,8,11.7,79,86,inspection
IR-64,406,9,5,13.4,59,73,inspection
Swarna,232,8,4,16.6,95,86,inspection
Sona Masoori,281,11,8,14.7,69,47,inspection
Sona Masoori,165,16,7,13.5,64,45,inspection
Basmati,141,3,6,15.9,63,56,inspection
Swarna,277,23,2,13.9,74,95,inspection
Jasmine,306,20,8,13.6,81,38,inspection
Basmati,472,36,6,13.4,71,21,inspection
IR-64,414,13,20,11.7,88,54,inspection
Basmati,207,9,2,14.7,84,6,inspection
Sona Masoori,376,5,12,16.0,91,50,inspection
Basmati,495,26,23,15.5,82,79,inspection
Sona Masoori,115,5,1,13.8,57,44,inspection
Ponni,368,29,11,13.5,55,12,inspection
Jasmine,222,2,3,13.0,61,32,inspection
Jasmine,439,28,17,12.9,90,59,inspection
Jasmine,328,18,8,13.7,85,3,inspection
Basmati,329,32,10,15.3,73,45,inspection
IR-64,278,16,5,12.9,66,81,inspection
Ponni,289,9,5,14.5,95,61,inspection
Basmati,142,10,6,14.8,91,7,inspection
IR-64,256,11,3,14.3,80,41,inspection
Swarna,404,36,9,14.3,53,88,inspection
Jasmine,280,22,3,16.3,80,23,inspection
Ponni,114,9,5,13.3,50,69,inspection
Ponni,405,17,2,15.6,88,33,inspection
Ponni,173,8,0,15.1,60,36,inspection
Jasmine,388,20,3,14.5,87,19,inspection
Swarna,114,2,4,11.6,50,92,inspection
Basmati,373,6,14,14.9,62,40,inspection
Swarna,239,19,0,13.9,73,26,inspection
Jasmine,185,12,0,13.5,64,87,inspection
Basmati,473,45,3,13.7,56,79,inspection
Ponni,485,33,5,16.6,68,9,inspection
Swarna,227,13,8,14.3,50,49,inspection
IR-64,423,14,1,15.4,83,75,inspection
Sona Masoori,293,22,13,11.9,62,4,inspection
Swarna,74,2,3,14.8,56,67,inspection
Ponni,89,2,0,14.4,80,89,inspection
Jasmine,114,5,3,16.7,86,18,inspection
Swarna,218,3,10,13.7,53,10,inspection
Jasmine,371,13,0,16.3,78,60,inspection
Jasmine,296,6,9,11.8,82,27,inspection
Jasmine,460,4,2,13.6,54,69,inspection
Ponni,233,2,0,15.7,79,5,inspection
Sona Masoori,111,2,0,11.5,59,17,inspection
Jasmine,262,3,1,14.5,63,78,inspection
Jasmine,78,7,2,12.1,54,69,inspection
Ponni,160,1,3,15.7,87,14,inspection
Swarna,283,3,13,14.8,80,8,inspection
Basmati,374,11,3,13.1,55,54,inspection
IR-64,440,19,17,12.3,57,72,inspection
Ponni,228,11,1,14.2,74,15,inspection
Sona Masoori,308,10,4,11.6,59,41,inspection
Ponni,259,19,11,13.2,52,20,inspection
IR-64,426,41,3,11.9,83,84,inspection
Basmati,486,7,16,15.7,90,67,inspection
Basmati,376,37,3,15.9,71,0,inspection
IR-64,188,5,9,14.9,58,53,inspection
IR-64,176,6,4,12.1,79,80,inspection
Swarna,123,1,0,16.0,62,19,inspection
Sona Masoori,413,4,2,12.6,90,16,inspection
Ponni,272,10,12,13.9,79,35,inspection
IR-64,321,17,3,15.5,85,1,inspection
Sona Masoori,82,4,0,16.4,69,78,inspection
Ponni,257,6,4,13.7,78,55,inspection
Jasmine,140,12,6,16.5,95,77,inspection
Basmati,492,6,19,14.7,54,81,inspection
Swarna,122,4,1,16.7,69,76,inspection
Basmati,386,14,7,14.2,66,93,inspection
Swarna,296,21,13,15.3,57,31,inspection
Swarna,116,6,4,13.3,66,21,inspection
IR-64,385,30,2,16.0,83,59,inspection
IR-64,472,45,6,14.0,74,54,inspection
Jasmine,333,29,12,14.8,58,63,inspection
Basmati,279,9,0,15.1,71,80,inspection
Jasmine,75,1,1,15.3,59,82,inspection
Swarna,272,11,12,13.2,86,37,inspection
Ponni,343,33,5,12.4,63,17,inspection
Basmati,430,20,17,12.8,72,49,inspection
IR-64,456,35,18,15.5,88,93,inspection
Swarna,403,9,0,13.5,88,81,inspection
IR-64,490,9,5,15.2,85,0,inspection
Jasmine,298,5,5,14.9,54,78,inspection
Swarna,306,27,1,16.6,56,39,inspection
Sona Masoori,242,16,10,15.5,83,13,inspection
IR-64,95,2,0,13.4,89,34,inspection
Basmati,339,4,13,14.0,75,43,inspection
Swarna,163,6,3,16.3,78,81,inspection
Swarna,479,42,8,15.4,58,15,inspection
Sona Masoori,395,6,12,16.5,85,11,inspection
Basmati,210,10,2,12.7,52,17,inspection
Sona Masoori,406,14,9,13.5,75,72,inspection
Swarna,381,21,7,12.5,50,81,inspection
IR-64,144,10,5,16.1,78,53,inspection
Sona Masoori,104,1,1,13.1,55,95,inspection
Ponni,317,11,4,16.1,80,10,inspection
IR-64,281,17,0,15.3,68,17,inspection
Swarna,403,17,2,16.8,66,93,inspection
IR-64,319,5,7,15.4,82,95,inspection
Jasmine,430,27,6,12.2,84,92,inspection
Basmati,86,4,1,13.4,68,84,inspection
Ponni,209,17,9,14.1,71,17,inspection
Swarna,470,18,14,15.9,91,39,inspection
Ponni,344,9,13,16.5,84,22,inspection
Basmati,236,16,3,15.2,51,93,inspection
Sona Masoori,70,4,1,11.5,69,81,inspection
Sona Masoori,449,25,17,15.9,80,57,inspection
Basmati,166,12,3,14.5,91,4,inspection
Ponni,339,16,2,13.5,58,95,inspection
IR-64,181,15,0,14.5,65,93,inspection
Jasmine,381,29,17,16.2,91,44,inspection
Ponni,231,9,8,16.1,61,81,inspection
Swarna,491,14,4,15.9,92,95,inspection
Basmati,140,11,5,13.2,83,92,inspection
Sona Masoori,173,8,1,16.8,57,8,inspection
IR-64,401,18,17,12.6,85,25,inspection
Ponni,383,15,11,12.4,71,11,inspection
Basmati,172,2,8,14.4,85,60,inspection
IR-64,225,9,7,16.5,88,27,inspection
Ponni,408,32,5,14.6,53,44,inspection
IR-64,229,14,9,13.8,80,27,inspection
IR-64,404,7,3,15.6,57,55,inspection
Jasmine,366,25,12,14.8,85,53,inspection
Jasmine,303,21,7,14.5,59,85,inspection
Sona Masoori,221,17,0,12.7,92,56,inspection
Ponni,285,24,5,16.1,72,4,inspection
Ponni,113,11,3,15.1,91,16,inspection
Jasmine,262,9,5,14.2,86,35,inspection
Ponni,181,7,6,12.6,55,11,inspection
Jasmine,337,15,14,13.2,51,21,inspection
Sona Masoori,325,22,0,11.7,95,88,inspection
IR-64,444,13,8,16.7,65,21,inspection
Sona Masoori,341,21,1,13.2,60,18,inspection
Basmati,264,22,9,12.0,94,7,inspection
IR-64,469,32,6,14.8,78,10,inspection
Basmati,408,37,4,13.2,67,39,inspection
Sona Masoori,297,23,14,14.9,71,86,inspection
Jasmine,310,21,4,14.0,68,15,inspection
Swarna,480,26,2,16.0,72,12,inspection
IR-64,162,14,7,15.5,73,28,inspection
IR-64,421,21,7,13.8,52,42,inspection
Jasmine,318,16,0,15.8,75,7,inspection
Basmati,71,3,3,13.9,74,54,inspection
Ponni,388,36,13,15.1,51,65,inspection
Swarna,101,6,1,16.5,76,65,inspection
Jasmine,167,5,0,12.2,66,63,inspection
Jasmine,192,2,7,11.8,93,34,inspection
Basmati,160,9,1,14.5,83,36,inspection
Ponni,463,4,1,15.6,53,0,inspection
Jasmine,411,8,12,12.3,82,62,inspection
Ponni,342,24,10,12.1,63,90,inspection
IR-64,304,19,12,11.9,56,64,inspection
Ponni,490,25,14,16.0,89,68,inspection
Sona Masoori,271,26,6,13.3,56,67,inspection
Basmati,293,16,14,13.7,50,13,inspection
Swarna,424,9,8,13.8,70,95,inspection
Basmati,365,26,11,15.6,71,16,inspection
IR-64,321,12,12,12.1,75,55,inspection
Swarna,310,26,11,12.6,63,10,inspection
Swarna,208,8,7,14.5,57,30,inspection
Jasmine,310,24,5,15.1,77,23,inspection
Ponni,186,8,0,16.5,77,84,inspection
Ponni,125,9,0,13.2,77,80,inspection
IR-64,365,6,6,12.1,60,60,inspection
Ponni,414,7,15,12.5,61,68,inspection
IR-64,207,5,2,12.1,71,3,inspection
Sona Masoori,425,36,20,14.0,87,53,inspection
Swarna,226,8,7,13.9,91,95,inspection
Basmati,422,23,18,12.8,59,14,inspection
Swarna,171,4,6,14.8,85,84,inspection
Basmati,226,7,0,14.2,81,60,inspection
Basmati,89,1,1,12.7,54,43,inspection
Jasmine,254,17,4,13.5,84,90,inspection
Swarna,377,29,10,14.5,77,88,inspection
Basmati,210,6,0,14.0,81,10,inspection
Basmati,441,41,17,12.8,83,89,inspection
IR-64,194,9,7,16.1,55,3,inspection
IR-64,372,17,7,15.4,89,57,inspection
Swarna,451,40,18,12.3,95,5,inspection
Jasmine,85,2,1,16.1,88,29,inspection
Jasmine,309,4,11,13.9,69,12,inspection
Jasmine,346,31,12,12.8,87,60,inspection
Sona Masoori,326,29,3,12.5,95,7,inspection
Basmati,78,5,1,14.8,65,42,inspection
Swarna,436,31,20,15.1,81,25,inspection
Sona Masoori,168,7,2,11.9,50,55,inspection
Swarna,419,22,16,13.4,82,34,inspection
Swarna,426,24,10,16.3,89,59,inspection
Basmati,239,17,7,16.0,90,90,inspection
Basmati,298,5,13,15.2,80,10,inspection
Sona Masoori,294,13,9,16.4,88,37,inspection
Ponni,87,7,0,16.4,87,90,inspection
IR-64,386,4,16,15.3,72,12,inspection
Jasmine,459,36,15,15.4,63,17,inspection
Swarna,260,25,12,14.3,77,69,inspection
Ponni,328,10,15,13.1,51,2,inspection
Basmati,90,8,1,14.9,53,40,inspection
Sona Masoori,199,9,4,15.5,52,93,inspection
Sona Masoori,472,40,6,12.7,71,22,inspection
Basmati,303,30,11,13.8,65,91,inspection
Swarna,412,14,20,11.9,51,69,inspection
Jasmine,408,21,6,14.5,95,75,inspection
Basmati,165,8,0,14.3,77,69,inspection
Jasmine,444,19,2,14.5,76,62,inspection
Jasmine,498,19,18,12.5,69,80,inspection
Basmati,429,32,20,12.7,57,44,inspection
Ponni,380,31,12,12.5,69,71,inspection
Ponni,425,11,20,16.1,65,8,inspection
Sona Masoori,76,7,1,14.3,71,73,inspection
Sona Masoori,149,1,3,13.0,93,57,inspection
Basmati,153,4,0,16.2,81,92,inspection
Basmati,478,17,14,14.9,69,8,inspection
Sona Masoori,470,11,1,14.2,80,50,inspection
Swarna,461,38,16,16.2,88,84,inspection
Basmati,432,11,0,12.2,91,78,inspection
Sona Masoori,313,24,1,12.2,67,69,inspection
Basmati,104,7,2,16.3,71,2,inspection
Ponni,275,9,0,12.8,64,18,inspection
Jasmine,200,18,6,14.6,55,79,inspection
Jasmine,223,5,1,12.0,75,50,inspection
Basmati,307,28,8,11.8,77,40,inspection
Jasmine,281,23,12,15.6,77,20,inspection
IR-64,286,14,9,14.2,94,57,inspection
Swarna,122,7,1,12.4,86,75,inspection
Jasmine,395,17,14,16.1,55,63,inspection
Sona Masoori,400,4,2,16.1,81,81,inspection
Jasmine,284,21,4,14.6,77,20,inspection
IR-64,286,2,13,14.2,68,25,inspection
IR-64,370,28,7,14.4,82,81,inspection
Basmati,276,10,8,16.3,71,72,inspection
Jasmine,450,30,18,16.0,76,69,inspection
Basmati,367,12,13,15.0,81,89,inspection
Jasmine,151,3,4,11.5,87,18,inspection
Swarna,316,9,5,14.0,91,87,inspection
Jasmine,465,18,16,14.1,73,36,inspection
Swarna,226,7,10,12.6,87,18,inspection
Basmati,165,4,1,11.6,82,14,inspection
Basmati,295,6,6,13.5,66,9,inspection
Basmati,445,34,12,12.8,73,93,inspection
Basmati,249,12,1,16.6,91,82,inspection
Ponni,137,3,5,15.0,77,54,inspection
Basmati,311,30,2,13.8,50,25,inspection
Jasmine,317,4,4,11.8,54,7,inspection
Ponni,455,35,6,16.0,83,86,inspection
Jasmine,295,18,5,15.0,65,76,inspection
Swarna,368,28,11,12.8,90,28,inspection
IR-64,185,9,3,14.2,62,67,inspection
Ponni,167,10,4,14.4,75,66,inspection
Basmati,322,19,11,12.2,78,26,inspection
Ponni,112,2,0,16.3,74,44,inspection
Basmati,79,6,2,14.1,90,77,inspection
IR-64,305,23,5,14.4,81,29,inspection
Sona Masoori,356,33,4,14.7,51,48,inspection
Ponni,266,24,2,11.7,62,26,inspection
Ponni,431,22,21,13.4,84,50,inspection
IR-64,269,15,12,15.0,77,23,inspection
Swarna,266,23,12,13.8,78,68,inspection
Jasmine,424,7,21,12.7,88,61,inspection
Ponni,83,2,1,13.4,86,56,inspection
Ponni,351,10,8,12.7,52,46,inspection
Sona Masoori,402,18,1,13.7,66,17,inspection
IR-64,183,9,1,12.3,85,88,inspection
Basmati,115,2,3,14.3,67,77,inspection
Swarna,446,27,0,13.6,63,18,inspection
IR-64,246,12,10,16.7,61,33,inspection
Ponni,341,23,8,13.3,59,50,inspection
Sona Masoori,65,4,2,14.0,85,86,inspection
Ponni,391,31,15,15.3,72,67,inspection
Sona Masoori,356,17,16,14.8,87,65,inspection
Jasmine,351,23,15,12.4,94,34,inspection
Basmati,413,36,12,11.6,70,8,inspection
Basmati,317,23,7,15.5,64,44,inspection
Basmati,175,17,7,15.9,70,30,inspection
Ponni,349,18,12,13.6,95,7,inspection
Ponni,369,8,2,14.9,79,18,inspection
Swarna,217,15,8,16.1,74,93,inspection
Basmati,183,4,0,12.8,52,1,inspection
Swarna,456,39,18,13.4,53,60,inspection
Ponni,300,21,3,15.5,94,55,inspection
Ponni,414,13,4,11.7,70,13,inspection
Ponni,253,5,5,14.9,93,1,inspection
Sona Masoori,139,5,0,15.5,52,63,inspection
Sona Masoori,266,4,4,14.7,89,87,inspection
Ponni,237,21,1,16.4,64,74,inspection
IR-64,192,7,2,12.9,72,55,inspection
IR-64,109,4,4,13.1,84,78,inspection
IR-64,378,16,1,15.7,86,73,inspection
Swarna,265,25,3,14.5,62,26,inspection
Sona Masoori,222,20,5,13.8,70,75,inspection
Basmati,437,18,1,15.0,77,76,inspection
Swarna,480,32,1,15.8,76,14,inspection
IR-64,325,23,8,16.0,68,5,inspection
Sona Masoori,92,6,2,13.9,62,3,inspection
Ponni,177,6,1,15.9,59,8,inspection
Swarna,472,42,9,14.3,88,74,inspection
Ponni,355,28,3,16.6,65,0,inspection
Basmati,88,3,1,13.4,54,64,inspection
Sona Masoori,346,6,11,16.5,56,73,inspection
Sona Masoori,194,14,5,15.2,84,45,inspection
Swarna,226,13,3,12.9,85,8,inspection
Sona Masoori,364,15,5,16.1,84,54,inspection
Sona Masoori,378,32,0,15.6,81,82,inspection
Basmati,189,9,3,14.2,69,67,inspection
Swarna,138,6,0,12.7,53,47,inspection
Jasmine,218,9,9,12.9,75,13,inspection
IR-64,490,14,8,16.2,93,92,inspection
Swarna,262,22,11,14.8,74,55,inspection
Basmati,74,6,3,16.7,89,2,inspection
Jasmine,250,13,11,15.2,77,42,inspection
IR-64,482,46,14,15.8,86,89,inspection
Ponni,217,5,6,14.1,64,59,inspection
Ponni,81,1,3,15.2,70,19,inspection
Ponni,434,27,0,16.4,74,2,inspection
Swarna,276,4,10,16.3,67,63,inspection
Basmati,155,3,0,12.8,91,29,inspection
Jasmine,357,16,12,11.8,77,82,inspection
IR-64,308,6,3,13.9,90,70,inspection
IR-64,63,1,0,14.7,84,31,inspection
IR-64,187,7,2,14.1,50,26,inspection
IR-64,437,14,3,16.2,82,56,inspection
Basmati,273,12,7,13.2,85,50,inspection
Jasmine,397,5,14,16.6,85,5,inspection
Ponni,354,20,5,15.0,94,27,inspection
Basmati,87,2,2,16.3,70,34,inspection
Jasmine,442,25,12,15.8,71,58,inspection
Sona Masoori,306,20,11,13.9,95,35,inspection
Sona Masoori,469,41,2,13.0,83,66,inspection
Jasmine,447,15,9,16.0,57,37,inspection
Ponni,396,20,0,14.6,66,14,inspection
Swarna,246,11,6,13.7,59,50,inspection
Basmati,208,8,8,16.0,70,85,inspection
Jasmine,410,19,7,13.6,81,63,inspection
Ponni,240,16,3,14.8,52,21,inspection
IR-64,179,15,1,16.2,85,13,inspection
Swarna,279,18,1,16.7,82,39,inspection
Jasmine,260,15,3,12.0,74,20,inspection
IR-64,424,18,4,13.3,53,84,inspection
Sona Masoori,397,6,19,13.4,90,25,inspection
Basmati,280,25,2,12.1,56,56,inspection
Ponni,208,10,8,14.0,69,39,inspection
IR-64,288,22,12,12.4,61,29,inspection
Jasmine,116,7,5,14.1,74,9,inspection
Swarna,345,19,5,12.4,60,44,inspection
Ponni,476,13,16,12.9,62,15,inspection
Basmati,416,4,9,15.1,81,38,inspection
Swarna,200,12,1,11.6,78,24,inspection
Jasmine,274,12,6,12.1,81,44,inspection
Ponni,352,7,15,15.8,53,49,inspection
Jasmine,208,3,0,12.9,71,15,inspection
Basmati,193,17,6,13.3,54,74,inspection
Basmati,113,10,1,13.5,58,65,inspection
Ponni,188,13,0,11.5,77,11,inspection
Jasmine,401,14,6,13.5,88,15,inspection
IR-64,312,3,12,15.2,72,22,inspection
Swarna,373,7,12,12.0,77,86,inspection
Basmati,99,2,2,13.4,80,29,inspection
Ponni,198,5,0,11.5,89,11,inspection
Swarna,319,17,9,11.9,89,0,inspection
Swarna,388,7,11,12.0,69,44,inspection
Sona Masoori,203,8,5,14.6,94,83,inspection
IR-64,337,20,16,14.1,63,49,inspection
Swarna,149,2,6,14.7,77,92,inspection
Sona Masoori,333,29,6,12.9,83,66,inspection
Ponni,219,5,2,14.3,79,91,inspection
Sona Masoori,481,44,18,14.7,52,58,inspection
Jasmine,257,8,8,13.0,71,0,inspection
Swarna,403,30,13,11.5,72,91,inspection
Ponni,84,2,0,14.2,82,61,inspection
IR-64,312,23,2,14.9,74,30,inspection
Swarna,153,12,4,12.4,81,28,inspection
Basmati,90,8,1,12.9,63,18,inspection
Sona Masoori,229,7,2,14.6,66,59,inspection
IR-64,144,4,1,13.7,92,46,inspection
Basmati,500,44,19,12.6,86,59,inspection
Basmati,109,9,3,12.5,92,44,inspection
Basmati,134,11,4,13.7,90,48,inspection
Ponni,347,18,15,14.8,79,20,inspection
Jasmine,220,6,10,12.0,91,89,inspection
Swarna,208,13,0,12.0,54,77,inspection
IR-64,282,4,9,13.4,69,91,inspection
IR-64,417,20,0,13.4,68,22,inspection
IR-64,336,8,3,15.5,86,84,inspection
Basmati,164,15,1,13.4,79,77,inspection
Jasmine,365,15,16,13.2,86,38,inspection
Ponni,145,7,6,12.3,54,82,inspection
Basmati,150,7,2,14.7,89,56,inspection
Basmati,112,10,3,12.4,82,86,inspection
Swarna,163,7,2,14.3,77,62,inspection
Swarna,89,2,2,12.6,50,10,inspection
IR-64,174,9,6,14.9,94,66,inspection
Jasmine,457,7,6,15.1,66,22,inspection
Ponni,169,11,6,15.9,71,36,inspection
Swarna,207,13,6,14.5,83,91,inspection
Ponni,162,3,7,14.5,58,46,inspection
IR-64,78,5,3,14.8,62,43,inspection
Basmati,148,8,5,16.6,72,8,inspection
Basmati,464,44,16,13.5,51,55,inspection
Jasmine,349,11,1,15.8,59,95,inspection
Basmati,303,3,0,15.6,76,13,inspection
Sona Masoori,79,2,0,15.7,51,20,inspection
IR-64,167,4,7,14.6,73,13,inspection
Swarna,365,8,6,14.2,58,24,inspection
Basmati,110,5,1,12.9,58,21,inspection
IR-64,271,9,4,15.4,58,14,inspection
Swarna,114,4,4,13.3,52,34,inspection
Swarna,310,18,12,14.4,78,63,inspection
Sona Masoori,407,7,3,12.2,72,77,inspection
Ponni,212,15,2,12.5,61,90,inspection
Basmati,466,6,4,12.9,89,87,inspection
Swarna,481,8,21,15.4,95,24,inspection
Basmati,287,7,10,11.9,79,31,inspection
Sona Masoori,241,12,11,13.1,71,17,inspection
Ponni,433,28,0,14.0,90,20,inspection
IR-64,170,16,4,13.2,68,2,inspection
Sona Masoori,378,18,11,14.7,89,68,inspection
Sona Masoori,367,26,8,15.3,50,61,inspection
Ponni,260,7,6,14.5,88,72,inspection
Sona Masoori,351,21,9,16.8,57,80,inspection
Jasmine,295,9,9,12.9,57,22,inspection
Ponni,416,14,7,15.0,52,18,inspection
Sona Masoori,313,24,14,16.0,70,66,inspection
Swarna,167,14,0,13.3,62,21,inspection
Ponni,456,21,9,15.8,88,51,inspection
Swarna,474,39,19,16.2,84,47,inspection
Basmati,168,15,0,11.9,74,20,inspection
Jasmine,415,30,5,13.6,55,39,inspection
Swarna,165,7,6,15.7,75,93,inspection
Jasmine,162,8,0,11.9,71,45,inspection
Sona Masoori,164,8,4,15.1,92,18,inspection
Sona Masoori,345,27,9,16.4,84,74,inspection
Ponni,291,10,3,14.7,71,66,inspection
IR-64,156,12,1,12.0,86,35,inspection
Sona Masoori,146,2,1,13.3,85,55,inspection
Sona Masoori,447,26,15,14.8,82,13,inspection
Sona Masoori,394,8,2,14.5,89,74,inspection
Basmati,441,35,12,12.1,50,45,inspection
Sona Masoori,400,13,12,11.9,65,86,inspection
Jasmine,142,13,5,16.6,94,51,inspection
Basmati,96,3,0,16.2,60,52,inspection
Jasmine,196,15,1,15.2,94,73,inspection
Basmati,168,14,1,14.7,75,1,inspection
Sona Masoori,334,24,4,16.6,79,36,inspection
Basmati,404,29,14,12.8,86,89,inspection
Swarna,330,16,13,15.0,90,23,inspection
Swarna,317,5,10,16.0,51,72,inspection
Sona Masoori,144,3,1,12.3,74,49,inspection
IR-64,459,37,0,15.6,52,77,inspection
Sona Masoori,371,27,11,15.5,79,75,inspection
Jasmine,186,7,0,13.4,56,87,inspection
Swarna,234,11,1,14.9,65,15,inspection
Basmati,164,1,3,12.8,88,60,inspection
Basmati,391,23,3,12.7,80,44,inspection
